-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,-0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
-0.18732,0.11928
